"idIndividu","identite","prenom","nom","surnom","provVille","titre","profession","chargeEccl","sante","provDioc","statut","residence","titre2","profession2","identiteNorm","genre","provVilleT","titreT","titreTN","professionT","professionTN","chargeEcclT","chargeEcclTN","provDiocT","santeT","statutT","statutTN","titre2T","titre2TN","profession2T","profession2TN","decedeAvant","mention1","prenomTN","nomTN","nomDetail","professionCategorie","professionTheme","identification","dateChargeEccl"
793,"johannes adzemarii","johannes","adzemarii","de ponte",NULL,NULL,"fusterius",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"homme",NULL,NULL,NULL,"fustier","fustier",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1366,"jean","ademar",NULL,"metier de la construction","bois","homme",NULL
8562,"michel lo commandaor","michel","lo commandaor",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"citoyen d avignon",NULL,NULL,NULL,NULL,"homme",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"citoyen","citoyen",NULL,NULL,NULL,NULL,NULL,1358,"michel","lo commandaor",NULL,NULL,NULL,"homme",NULL
3002,"bertran de lion","bertran","de lion",NULL,NULL,NULL,"cuoc dels augustins",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"homme",NULL,NULL,NULL,"cuisinier des augustins","cuisinier",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1394,"bertrand","de lyon",NULL,"homme de peine domestique","domesticite","homme",NULL
1803,"petrus garsini","petrus","garsini",NULL,"avinione",NULL,"monetarius",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"homme","avignon",NULL,NULL,"monnayeur","monnayeur",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1376,"pierre","garsin",NULL,"officier employe d administration","negoce","homme",NULL
4415,"petrus laurentii","petrus","laurentii",NULL,NULL,NULL,NULL,NULL,NULL,"bisuntin diocesis","cortisian",NULL,NULL,NULL,NULL,"homme",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"diocese de besancon",NULL,"courtisan","courtisan",NULL,NULL,NULL,NULL,NULL,1371,"pierre","laurent",NULL,NULL,NULL,"homme",NULL
4438,"ugo dictus lo berghognon","ugo",NULL,"lo berghognon",NULL,NULL,NULL,NULL,NULL,"bisuntin diocesis","civis liber divisionis",NULL,NULL,NULL,NULL,"homme",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"diocese de besancon",NULL,"citoyen","citoyen",NULL,NULL,NULL,NULL,NULL,1371,"hugues",NULL,NULL,NULL,NULL,"homme",NULL
4750,"bertrandus fusterius","bertrandus",NULL,NULL,NULL,NULL,"fusteri",NULL,NULL,"avin diocesis","civis liber divisionis",NULL,NULL,NULL,NULL,"homme",NULL,NULL,NULL,"fustier","fustier",NULL,NULL,"diocese d avignon",NULL,"citoyen","citoyen",NULL,NULL,NULL,NULL,NULL,1371,"bertrand",NULL,NULL,"metier de la construction","bois","homme",NULL
4904,"bresetta","bresetta",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"geben diocesis","civis liber divisionis",NULL,NULL,NULL,NULL,"femme",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"diocese de geneve",NULL,"citoyen","citoyen",NULL,NULL,NULL,NULL,NULL,1371,"bresetta",NULL,NULL,NULL,NULL,"femme",NULL
5697,"stephanus bermundi","stephanus","bermundi",NULL,NULL,NULL,"giupponerius",NULL,NULL,"sistercien diocesis","cortisian",NULL,NULL,NULL,NULL,"homme",NULL,NULL,NULL,"juponier","juponier",NULL,NULL,"diocese de sisteron",NULL,"courtisan","courtisan",NULL,NULL,NULL,NULL,NULL,1371,"stephane","bremond",NULL,"metier de l habillement et de la chaussure","textile","homme",NULL
6030,"ademarius ciappuccii","ademarius","ciappuccii",NULL,NULL,NULL,NULL,NULL,NULL,"valentin diocesis","civis liber divisionis",NULL,NULL,NULL,NULL,"homme",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"diocese de valence",NULL,"citoyen","citoyen",NULL,NULL,NULL,NULL,NULL,1371,"ademar","ciappuccii",NULL,NULL,NULL,"homme",NULL
6552,"bertrandus rostangni","bertrandus","rostangni",NULL,NULL,NULL,"affanator",NULL,NULL,NULL,"civis liber divisionis",NULL,NULL,NULL,NULL,"homme",NULL,NULL,NULL,"manoeuvre","manoeuvre",NULL,NULL,NULL,NULL,"citoyen","citoyen",NULL,NULL,NULL,NULL,NULL,1371,"bertrand","rostangni",NULL,"homme de peine domestique","batiment","homme",NULL
7111,"johannetta uxor ponceti","johannetta",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"civis liber divisionis",NULL,NULL,NULL,NULL,"femme",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"citoyen","citoyen",NULL,NULL,NULL,NULL,NULL,1371,"jeannette",NULL,NULL,NULL,NULL,"femme",NULL
2229,"odeta ati","odeta","ati",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"femme",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1375,"odette","atti","nom du mari",NULL,NULL,"femme",NULL
3465,"infantes ricardi fabri",NULL,"fabri",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1251,NULL,"fabre",NULL,NULL,NULL,"heritier",NULL
34,"johannetus peissonerii","johannetus","peissonerii",NULL,NULL,NULL,"campsor",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"johannetus peysonerii","homme",NULL,NULL,NULL,"changeur","changeur",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1358,"jeannet","peissonerii",NULL,"metier de l argent","negoce","homme",NULL
178,"francisquetus francisci","francisquetus","francisci",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"francisci francisci","homme",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1366,"francois","francisci",NULL,NULL,NULL,"homme",NULL
2083,"nycholaus de spoleto","nycholaus","de spoleto",NULL,NULL,"magister","precentor regensis",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"homme",NULL,"maitre","maitre","precentor regensis","precentot",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1372,"nicolas","de spoleto",NULL,"clerge","clerge","homme",NULL
2806,"guimet johan","guimet","johan",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"homme",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1378,"guimet","johann",NULL,NULL,NULL,"homme",NULL
3832,"audebertus vesianus","audebertus","vesianus",NULL,NULL,NULL,"pelliperius",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"homme",NULL,NULL,NULL,"pelletier","pelletier",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1255,"audebert","vesien",NULL,"cuir","cuir","homme",NULL
3692,"g. r.","g.","r.",NULL,NULL,NULL,"pelliperius",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"homme",NULL,NULL,NULL,"pelletier","pelletier",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1255,"g.","r.",NULL,"cuir","cuir","homme",NULL
3523,"dulcina guigonis","dulcina","guigonis",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"homme",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1333,"douce","guigonis",NULL,NULL,NULL,"homme",NULL
2783,"peyre barraci","peyre","barraci",NULL,"bergua",NULL,"cambiador en cort de roma",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"homme","berga",NULL,NULL,"changeur en cour de rome","changeur",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1370,"pierre","barraci",NULL,"metier de l argent","negoce","homme",NULL
991,"geraldus lansa","geraldus","lansa",NULL,NULL,NULL,"domicellus sive mercator",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"homme",NULL,NULL,NULL,"damoiseau ou marchand","marchand",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1366,"gerald","lansa",NULL,"marchand","negoce","homme",NULL
2136,"bevenguda quasqui","bevenguda","quasqui",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"femme",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1380,"bevenguda","quasqui","nom du mari",NULL,NULL,"femme",NULL
4676,"nicholaus messonis","nicholaus","messonis",NULL,NULL,NULL,NULL,NULL,NULL,"claramont diocesis","civis liber divisionis",NULL,NULL,NULL,NULL,"homme",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"diocese de clermont ferrand",NULL,"citoyen","citoyen",NULL,NULL,NULL,NULL,NULL,1371,"nicolas","messonis",NULL,NULL,NULL,"homme",NULL
8596,"nicolaus matei","nicolaus","matei",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"citoyen d avignon",NULL,NULL,NULL,NULL,"homme",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"citoyen","citoyen",NULL,NULL,NULL,NULL,NULL,1358,"nicolas","mathei",NULL,NULL,NULL,"homme",NULL
2973,"monastere de saint-laurent",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"communaute religieuse",NULL
3376,"dulcina de ponte","dulcina","de ponte",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"femme",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1333,"douce","de pont","nom du mari",NULL,NULL,"femme",NULL
2028,"aurabla mercerii","aurabla","mercerii",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"femme",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1387,"aurabla","mercerii","nom du mari",NULL,NULL,"femme",NULL
4736,"pontius grandis","pontius","grandis",NULL,NULL,NULL,NULL,NULL,NULL,"dien diocesis","civis liber divisionis",NULL,NULL,NULL,NULL,"homme",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"diocese de die",NULL,"citoyen","citoyen",NULL,NULL,NULL,NULL,NULL,1371,"pons","grand",NULL,NULL,NULL,"homme",NULL
4848,"guillelmus virguti","guillelmus","virguti",NULL,NULL,NULL,NULL,NULL,NULL,"eduen diocesis","civis liber divisionis",NULL,NULL,NULL,NULL,"homme",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"diocese d autun",NULL,"citoyen","citoyen",NULL,NULL,NULL,NULL,NULL,1371,"guillaume","virguti",NULL,NULL,NULL,"homme",NULL
5488,"johannes sagatis","johannes","sagatis",NULL,NULL,NULL,NULL,NULL,NULL,"parisien diocesis","cortisian",NULL,NULL,NULL,NULL,"homme",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"diocese de paris",NULL,"courtisan","courtisan",NULL,NULL,NULL,NULL,NULL,1371,"jean","sagatis",NULL,NULL,NULL,"homme",NULL
6091,"martinus gatterii","martinus","gatterii",NULL,NULL,NULL,NULL,NULL,NULL,"vapincen diocesis","civis liber divisionis",NULL,NULL,NULL,NULL,"homme",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"diocese de gap",NULL,"citoyen","citoyen",NULL,NULL,NULL,NULL,NULL,1371,"martin","gater",NULL,NULL,NULL,"homme",NULL
6175,"johannetta","johannetta",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"verdun diocesis","cortisiana",NULL,NULL,NULL,NULL,"femme",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"diocese de verdin",NULL,"courtisan","courtisan",NULL,NULL,NULL,NULL,NULL,1371,"jeannette",NULL,NULL,NULL,NULL,"femme",NULL
6253,"jacobus juliani","jacobus","juliani",NULL,NULL,NULL,NULL,NULL,NULL,"vivarien diocesis","cortisian",NULL,NULL,NULL,NULL,"homme",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"diocese de viviers",NULL,"courtisan","courtisan",NULL,NULL,NULL,NULL,NULL,1371,"jacques","juliani",NULL,NULL,NULL,"homme",NULL
6506,"bernarda uxor nichosie","bernarda",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"cortisiana",NULL,NULL,NULL,NULL,"femme",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"courtisan","courtisan",NULL,NULL,NULL,NULL,NULL,1371,"bernarde",NULL,NULL,NULL,NULL,"femme",NULL
7054,"johannes labate","johannes","labate",NULL,"cornualia",NULL,NULL,NULL,NULL,NULL,"civis liber divisionis",NULL,NULL,NULL,NULL,"homme","cornouaille",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"citoyen","citoyen",NULL,NULL,NULL,NULL,NULL,1371,"jean","labate",NULL,NULL,NULL,"homme",NULL
1853,"stephaneta de chalis","stephaneta","de chalis",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"femme",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1376,"stephanette","de chalis","nom du mari (decede)",NULL,NULL,"femme",NULL
558,"rixendis vaqueria","rixendis","vaqueria",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"rixendis vaquer","femme",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1364,"rixendis","vaquier","nom present",NULL,NULL,"femme",NULL
1997,"prepositure bm-de-domis",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1367,NULL,NULL,NULL,NULL,NULL,"communaute religieuse",NULL
1419,"heredes johannis lavanerii",NULL,"lavanerii",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1363,NULL,"lavanerii",NULL,NULL,NULL,"heritier",NULL
3177,"raymundus bernardi","raymundus","bernardi",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"homme",NULL,NULL,NULL,"poissonnier","poissonnier",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1298,"raymond","bernard",NULL,"metier de l alimentation","poisson","homme",NULL
66,"geraldus aymonis","geraldus","aymonis",NULL,NULL,"magister","sartor",NULL,NULL,"vasion diocesis","civis liber divisionis",NULL,NULL,NULL,"gerald aymonis","homme",NULL,"maitre","maitre","tailleur","tailleur",NULL,NULL,"diocese de vaison",NULL,"citoyen","citoyen",NULL,NULL,NULL,NULL,NULL,1366,"gerald","aymonis",NULL,"metier de l habillement et de la chaussure","textile","homme",NULL
994,"guillelmus raynaldi","guillelmus","raynaldi",NULL,NULL,NULL,NULL,"presbyter beneficiatus in ecclesia sancti agricoli",NULL,NULL,"citoyen d avignon 1384","in burgo martinenqui",NULL,NULL,NULL,"homme",NULL,NULL,NULL,NULL,NULL,"pretre beneficiaire de l eglise d avignon","pretre",NULL,NULL,"citoyen","citoyen",NULL,NULL,NULL,NULL,NULL,1342,"guillaume","raynaldi",NULL,"clerge","clerge","homme",NULL
2290,"petrus molinerii","petrus","molinerii",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"homme",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1376,"pierre","molinerii",NULL,NULL,NULL,"homme",NULL
7855,"michaelis bidochiis","michaelis","bidochiis",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"homme",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1371,1371,"michel","bedocii",NULL,NULL,NULL,"homme",NULL
880,"attavianus de roma","attavianus","de roma",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"homme",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1366,"attavian","de rome",NULL,NULL,NULL,"homme",NULL
8129,"arnaudus alberti","arnaudus","alberti",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"citoyen d avignon",NULL,NULL,NULL,NULL,"homme",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"citoyen","citoyen",NULL,NULL,NULL,NULL,NULL,1358,"arnaut","albert",NULL,NULL,NULL,"homme",NULL
8450,"johannes anari","johannes","anari",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"citoyen d avignon",NULL,NULL,NULL,NULL,"homme",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"citoyen","citoyen",NULL,NULL,NULL,NULL,NULL,1358,"jean","anari",NULL,NULL,NULL,"homme",NULL
4127,"thomas de garetis","thomas","de garetis",NULL,NULL,NULL,"draper",NULL,NULL,"asten diocesis","cortisian",NULL,NULL,NULL,NULL,"homme",NULL,NULL,NULL,"drapier","drapier",NULL,NULL,"diocese d asti",NULL,"courtisan","courtisan",NULL,NULL,NULL,NULL,NULL,1371,"thomas","de garetis",NULL,"metier du textile","textile","homme",NULL
4174,"petrus sabrani","petrus","sabrani",NULL,NULL,NULL,"venditor ligne",NULL,NULL,"auricen diocesis","cortisian",NULL,NULL,NULL,NULL,"homme",NULL,NULL,NULL,"vendeur de bois","marchand de bois",NULL,NULL,"diocese d orange",NULL,"courtisan","courtisan",NULL,NULL,NULL,NULL,NULL,1371,"pierre","sabran",NULL,"marchand","bois","homme",NULL
8679,"petrus raymundi","petrus","raymundi",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"citoyen d avignon",NULL,NULL,NULL,NULL,"homme",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"citoyen","citoyen",NULL,NULL,NULL,NULL,NULL,1358,"pierre","raimund",NULL,NULL,NULL,"homme",NULL
4237,"johannes vienens","johannes","vienens",NULL,NULL,NULL,"sabatier",NULL,NULL,"avin diocesis","civis liber divisionis",NULL,NULL,NULL,NULL,"homme",NULL,NULL,NULL,NULL,"savetier",NULL,NULL,"diocese d avignon",NULL,"citoyen","citoyen",NULL,NULL,NULL,NULL,NULL,1371,"jean","viennois",NULL,"metier de l habillement et de la chaussure","chaussure","homme",NULL
698,"petrus judicis","petrus","judicis","cardinal de narbonne",NULL,"dominus",NULL,"archiepiscopus narbonensis cardinal de sainte clement 1375",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"homme",NULL,"seigneur","seigneur",NULL,NULL,"archeveque de narbonne","archeveque",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1375,1366,"pierre","judicis",NULL,"clerge","clerge","homme",1375
462,"guillerma leonardi","guillerma","leonardi",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"guillerma leonardi","femme",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1363,"guillaumette","leonardi","nom du fils",NULL,NULL,"femme",NULL
1771,"moneta durande","moneta","durande",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"femme",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1376,"monette","durant","nom present",NULL,NULL,"femme",NULL
4264,"stephanus giliberti","stephanus","giliberti",NULL,NULL,NULL,NULL,NULL,NULL,"avin diocesis","civis liber divisionis",NULL,NULL,NULL,NULL,"homme",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"diocese d avignon",NULL,"citoyen","citoyen",NULL,NULL,NULL,NULL,NULL,1371,"stephane","giliberti",NULL,NULL,NULL,"homme",NULL
3174,"bertrandus bermundus","bertrandus","bermundus",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"homme",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1255,"bertrand","bremond",NULL,NULL,NULL,"homme",NULL
2560,"perrin bot","perrin","bot",NULL,"avinhon","domicellus",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"homme","avignon","damoiseau","damoiseau",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1351,"pierre","bot",NULL,NULL,NULL,"homme",NULL
4665,"johannes maistroli","johannes","maistroli",NULL,NULL,NULL,"barbitonsor",NULL,NULL,"claramont diocesis","cortisian",NULL,NULL,NULL,NULL,"homme",NULL,NULL,NULL,"barbier","barbier",NULL,NULL,"diocese de clermont ferrand",NULL,"courtisan","courtisan",NULL,NULL,NULL,NULL,NULL,1371,"jean","maistroli",NULL,"metier de la sante","medecine","homme",NULL
3261,"petrus chabertus","petrus","chabertus",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"homme",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1255,"pierre","chabert",NULL,NULL,NULL,"homme",NULL
90,"johannes tribolandi","johannes","tribolandi",NULL,NULL,NULL,"porterius",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"johannis tribolandi","homme",NULL,NULL,NULL,"portier","portier",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1366,"jean","tribolandi",NULL,"homme de peine domestique","domesticite","homme",NULL
2636,"guillaume de vilato","guillaume","de vilato",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"homme",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1364,"guillaume","de vilato",NULL,NULL,NULL,"homme",NULL
4666,"johannes marsiroli","johannes","marsiroli",NULL,NULL,NULL,"barbitonsor",NULL,NULL,"claramont diocesis","cortisian",NULL,NULL,NULL,NULL,"homme",NULL,NULL,NULL,"barbier","barbier",NULL,NULL,"diocese de clermont ferrand",NULL,"courtisan","courtisan",NULL,NULL,NULL,NULL,NULL,1371,"jean","marsiroli",NULL,"metier de la sante","medecine","homme",NULL
4816,"ramunda vastri","ramunda","vastri",NULL,NULL,NULL,NULL,NULL,NULL,"diocesis s flori","cortisiana",NULL,NULL,NULL,NULL,"femme",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"diocese de saint flour",NULL,"courtisan","courtisan",NULL,NULL,NULL,NULL,NULL,1371,"raymonde","vastri","nom present",NULL,NULL,"femme",NULL
4896,"richardus barnuini","richardus","barnuini",NULL,NULL,NULL,"cupertor tegularum",NULL,NULL,"gabincen diocesis","cortisian",NULL,NULL,NULL,NULL,"homme",NULL,NULL,NULL,"couvreur","couvreur",NULL,NULL,"diocese de gap",NULL,"courtisan","courtisan",NULL,NULL,NULL,NULL,NULL,1371,"richard","barnoyni",NULL,"metier de la construction","batiment","homme",NULL
4965,"petrus lamberti","petrus","lamberti",NULL,NULL,NULL,"affanator",NULL,NULL,"geben diocesis","civis liber divisionis",NULL,NULL,NULL,NULL,"homme",NULL,NULL,NULL,"manoeuvre","manoeuvre",NULL,NULL,"diocese de geneve",NULL,"citoyen","citoyen",NULL,NULL,NULL,NULL,NULL,1371,"pierre","lamberti",NULL,"homme de peine domestique","batiment","homme",NULL
3461,"bertrandus faber","bertrandus","faber",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"homme",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1255,"bertrand","fabre",NULL,NULL,NULL,"homme",NULL
7832,"johannes de placentia","johannes","de placentia",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"homme",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1371,"jean","de plaisance",NULL,NULL,NULL,"homme",NULL
8948,"johannes de pavia","johannes","de pavia",NULL,NULL,NULL,"pistor",NULL,NULL,NULL,"citoyen d avignon"," in carreria crotarum ante egradarium",NULL,NULL,NULL,"homme",NULL,NULL,NULL,"boulanger","boulanger",NULL,NULL,NULL,NULL,"citoyen","citoyen",NULL,NULL,NULL,NULL,NULL,1358,"jean","de pavia",NULL,"metier de l alimentation","pain","homme",NULL
1480,"petrus galvadani","petrus","galvadani",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"homme",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1378,"pierre","galvadani",NULL,NULL,NULL,"homme",NULL
320,"petrus odoardi","petrus","odoardi","de vacayratio",NULL,NULL,"cultor",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"petri odoardi","homme",NULL,NULL,NULL,"agriculteur","agriculteur",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1366,"pierre","odoardi",NULL,"metier de l agriculture et de l elevage","agriculture","homme",NULL
4147,"johannes de cola verdeio","johannes","de cola verdeio",NULL,NULL,NULL,"ciabaterius",NULL,NULL,"atrebaten diocesis","cortisian",NULL,NULL,NULL,NULL,"homme",NULL,NULL,NULL,"savetier","savetier",NULL,NULL,"diocese d arras",NULL,"courtisan","courtisan",NULL,NULL,NULL,NULL,NULL,1371,"jean","de cola verdeio",NULL,"metier de l habillement et de la chaussure","chaussure","homme",NULL
4901,"bertetus","bertetus",NULL,NULL,NULL,NULL,"fusteri",NULL,NULL,"geben diocesis","cortisian",NULL,NULL,NULL,NULL,"homme",NULL,NULL,NULL,"fustier","fustier",NULL,NULL,"diocese de geneve",NULL,"courtisan","courtisan",NULL,NULL,NULL,NULL,NULL,1371,"berthier",NULL,NULL,"metier de la construction","bois","homme",NULL
5035,"guillelmus neulinsoel","guillelmus","neulinsoel",NULL,NULL,NULL,NULL,NULL,NULL,"lemovicen diocesis","civis liber divisionis",NULL,NULL,NULL,NULL,"homme",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"diocese de limoges",NULL,"citoyen","citoyen",NULL,NULL,NULL,NULL,NULL,1371,"guillaume","neulinsoel",NULL,NULL,NULL,"homme",NULL
